lat,lon,name,address,station_id,parking_hoop,parking_type,contact_phone,is_charging_station,rental_uris.ios,rental_uris.web,rental_uris.android,vehicle_type_capacity.num_bikes_now,vehicle_type_capacity.num_bikes_limit,vehicle_type_capacity.num_bikes_parkable,vehicle_type_capacity.num_bikes_rentalable
35.6878432,139.489459,新町第２公園,東京都府中市新町１丁目６８−９,7627,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7627?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7627?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7627?referrer=odpt,7,10,3,7
35.6301907,139.5056273,南山ＢＡＳＥ,東京都稲城市東長沼２５７０−１−１,7628,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7628?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7628?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7628?referrer=odpt,5,5,0,5
35.5453462,139.6481492,ローソン　港北日吉七丁目店,神奈川県横浜市港北区日吉7-3-13,7630,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7630?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7630?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7630?referrer=odpt,4,4,0,4
35.506352,139.603364,ローソン　港北鳥山町店,神奈川県横浜市港北区鳥山町1019,7631,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7631?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7631?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7631?referrer=odpt,4,4,0,3
35.5937437,139.5961902,ボヌール梶ヶ谷,神奈川県川崎市高津区向ケ丘27-4,7632,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7632?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7632?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7632?referrer=odpt,1,5,3,0
35.7079872,139.672859,MODULOR中野WEST,東京都中野区中野6-29-3,7633,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7633?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7633?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7633?referrer=odpt,5,6,1,4
35.7356417,139.724961,ガリシア大塚,東京都豊島区北大塚3-28-7,7634,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7634?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7634?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7634?referrer=odpt,0,2,2,0
35.7313941,139.7261401,ガリシア大塚south,東京都豊島区南大塚3-30-10,7635,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7635?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7635?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7635?referrer=odpt,3,5,2,3
35.571026162796,139.7036370635,ミュプレ池上(旧アルカンシエル池上),東京都大田区池上6-11-9,7636,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7636?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7636?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7636?referrer=odpt,2,2,0,2
35.6441826,139.671159,さいとうビル (三軒茶屋駅付近),東京都世田谷区太子堂2-16-5,7637,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7637?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7637?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7637?referrer=odpt,15,17,2,13
